peptide,1,2,3,4,5,6,7,8
DiSul-by-ion,787.362,394.185,263.126,197.596,158.279,132.067,113.344,99.302
DiSul-by-ion,788.346,394.677,263.454,197.842,158.475,132.231,113.485,99.425
DiSul-cz-ion,794.29,397.649,265.435,199.328,159.664,133.222,114.334,100.168
DiSul-by-ion,794.404,397.706,265.473,199.357,159.687,133.241,114.35,100.182
DiSul-by-ion,795.298,398.153,265.771,199.58,159.866,133.39,114.478,100.294
SG-CHH-pyro-Q-reduced-by-ion,795.52,398.264,265.845,199.636,159.91,133.427,114.51,100.322
DiSul-cz-ion,796.301,398.654,266.106,199.831,160.066,133.557,114.621,100.419
SG-CHH-pyro-Q-reduced-cz-ion,796.306,398.657,266.107,199.832,160.067,133.558,114.622,100.42
SG-CHH-pyro-Q-reduced-cz-ion,796.528,398.768,266.181,199.888,160.112,133.595,114.654,100.448
DiSul-cz-ion,797.305,399.156,266.44,200.082,160.267,133.724,114.765,100.545
SG-CHH-reduced-by-ion,797.313,399.161,266.443,200.084,160.269,133.725,114.766,100.546
SG-CHH-pyro-Q-reduced-cz-ion,797.536,399.272,266.517,200.14,160.313,133.763,114.798,100.574
SG-CHH-pyro-Q-reduced-cz-ion,798.317,399.662,266.777,200.335,160.47,133.893,114.909,100.671
SG-CHH-pyro-Q-reduced-cz-ion,798.539,399.773,266.852,200.391,160.514,133.93,114.941,100.699
SG-CHH-pyro-Q-reduced-cz-ion,799.32,400.164,267.112,200.586,160.67,134.06,115.052,100.797
CPRP-by-ion,799.453,400.231,267.156,200.619,160.697,134.082,115.071,100.813
SG-CHH-pyro-Q-reduced-cz-ion,799.542,400.275,267.186,200.641,160.715,134.097,115.084,100.825
DiSul-by-ion,804.389,402.698,268.801,201.853,161.684,134.905,115.777,101.43
DiSul-by-ion,805.373,403.19,269.129,202.099,161.881,135.069,115.917,101.553
CPRP-by-ion,809.438,405.223,270.484,203.115,162.694,135.746,116.498,102.062
CPRP-by-ion,810.422,405.715,270.812,203.361,162.891,135.91,116.638,102.185
DiSul-cz-ion,811.317,406.162,271.111,203.585,163.07,136.059,116.766,102.296
DiSul-cz-ion,812.324,406.666,271.447,203.837,163.271,136.227,116.91,102.422
SG-CHH-pyro-Q-reduced-by-ion,812.547,406.777,271.521,203.893,163.316,136.264,116.942,102.45
DiSul-cz-ion,813.328,407.168,271.781,204.088,163.472,136.395,117.054,102.548
SG-CHH-reduced-cz-ion,813.332,407.17,271.783,204.089,163.473,136.395,117.054,102.548
DiSul-cz-ion,814.331,407.669,272.116,204.339,163.672,136.562,117.197,102.673
SG-CHH-reduced-cz-ion,814.34,407.674,272.119,204.341,163.674,136.563,117.198,102.674
SG-CHH-reduced-cz-ion,815.343,408.176,272.453,204.592,163.875,136.73,117.341,102.8
SG-CHH-reduced-cz-ion,816.347,408.677,272.787,204.843,164.076,136.898,117.485,102.925
DiSul-by-ion,817.373,409.19,273.129,205.099,164.281,137.069,117.631,103.053
CPRP-by-ion,821.379,411.193,274.465,206.101,165.082,137.736,118.204,103.554
DiSul-cz-ion,821.391,411.2,274.469,206.104,165.085,137.738,118.205,103.556
DiSul-by-ion,822.399,411.704,274.805,206.356,165.286,137.906,118.349,103.682
CPRP-cz-ion,823.371,412.189,275.129,206.599,165.48,138.068,118.488,103.803
DiSul-cz-ion,823.403,412.205,275.139,206.607,165.487,138.074,118.493,103.807
CPRP-cz-ion,824.379,412.693,275.465,206.851,165.682,138.236,118.632,103.929
DiSul-cz-ion,824.406,412.707,275.474,206.857,165.687,138.241,118.636,103.933
CPRP-cz-ion,825.382,413.195,275.799,207.101,165.883,138.404,118.776,104.055
CPRP-cz-ion,826.385,413.697,276.134,207.352,166.083,138.571,118.919,104.18
CPRP-by-ion,827.448,414.228,276.488,207.618,166.296,138.748,119.071,104.313
DiSul-by-ion,834.399,417.704,278.805,209.356,167.686,139.906,120.064,105.182
DiSul-cz-ion,838.418,419.713,280.145,210.36,168.49,140.576,120.638,105.684
CPRP-by-ion,839.389,420.199,280.468,210.603,168.684,140.738,120.777,105.805
DiSul-cz-ion,839.426,420.217,280.48,210.612,168.691,140.744,120.782,105.81
DiSul-cz-ion,840.429,420.718,280.815,210.863,168.892,140.911,120.925,105.935
DiSul-cz-ion,841.433,421.22,281.149,211.114,169.093,141.079,121.069,106.061
CPRP-cz-ion,843.467,422.237,281.828,211.623,169.5,141.418,121.359,106.315
DiSul-by-ion,844.384,422.696,282.133,211.852,169.683,141.571,121.49,106.43
CPRP-cz-ion,844.475,422.741,282.163,211.875,169.701,141.586,121.503,106.441
DiSul-by-ion,845.368,423.188,282.461,212.098,169.88,141.735,121.631,106.553
CPRP-cz-ion,845.478,423.243,282.498,212.125,169.902,141.753,121.646,106.567
CPRP-cz-ion,846.482,423.745,282.832,212.376,170.103,141.92,121.79,106.692
DiSul-by-ion,851.426,426.217,284.48,213.612,171.091,142.744,122.496,107.31
DiSul-by-ion,861.345,431.176,287.787,216.092,173.075,144.397,123.913,108.55
DiSul-by-ion,861.41,431.209,287.809,216.108,173.088,144.408,123.922,108.558
DiSul-by-ion,862.394,431.701,288.137,216.354,173.285,144.572,124.063,108.681
SG-CHH-pyro-Q-reduced-by-ion,863.36,432.184,288.459,216.596,173.478,144.733,124.201,108.802
DiSul-by-ion,878.371,439.69,293.462,220.349,176.481,147.235,126.345,110.678
DiSul-cz-ion,878.413,439.71,293.476,220.359,176.489,147.242,126.351,110.683
DiSul-by-ion,879.421,440.214,293.812,220.611,176.69,147.41,126.495,110.809
SG-CHH-pyro-Q-reduced-by-ion,880.387,440.697,294.134,220.853,176.884,147.571,126.633,110.93
DiSul-cz-ion,880.424,440.716,294.147,220.862,176.891,147.577,126.639,110.935
DiSul-cz-ion,881.427,441.218,294.481,221.113,177.092,147.744,126.782,111.06
PO-CHH-reduced-by-ion,881.532,441.27,294.516,221.139,177.113,147.762,126.797,111.073
PO-CHH-reduced-by-ion,882.516,441.762,294.844,221.385,177.309,147.926,126.938,111.196
PO-CHH-pyro-Q-reduced-cz-ion,883.523,442.266,295.18,221.637,177.511,148.094,127.081,111.322
PO-CHH-pyro-Q-reduced-cz-ion,884.531,442.77,295.516,221.889,177.713,148.262,127.225,111.448
PO-CHH-pyro-Q-reduced-cz-ion,885.535,443.271,295.85,222.14,177.913,148.429,127.369,111.574
PO-CHH-pyro-Q-reduced-cz-ion,886.538,443.773,296.185,222.39,178.114,148.596,127.512,111.699
DiSul-by-ion,888.356,444.682,296.79,222.845,178.477,148.899,127.772,111.926
DiSul-by-ion,889.34,445.174,297.118,223.091,178.674,149.063,127.912,112.049
SG-CHH-pyro-Q-reduced-by-ion,890.371,445.69,297.462,223.349,178.881,149.235,128.06,112.178
SG-CHH-pyro-Q-reduced-by-ion,891.355,446.182,297.79,223.595,179.077,149.399,128.2,112.301
DiSul-by-ion,895.398,448.203,299.138,224.605,179.886,150.073,128.778,112.807
DiSul-cz-ion,895.439,448.224,299.152,224.616,179.894,150.08,128.784,112.812
DiSul-cz-ion,896.447,448.728,299.488,224.868,180.096,150.248,128.928,112.938
SG-CHH-reduced-by-ion,897.414,449.211,299.81,225.109,180.289,150.409,129.066,113.059
DiSul-cz-ion,897.451,449.229,299.822,225.119,180.296,150.415,129.071,113.063
DiSul-cz-ion,898.454,449.731,300.157,225.369,180.497,150.582,129.214,113.189
PO-CHH-reduced-by-ion,899.542,450.275,300.519,225.641,180.715,150.764,129.37,113.325
DiSul-by-ion,905.382,453.195,302.466,227.101,181.883,151.737,130.204,114.055
DiSul-by-ion,906.366,453.687,302.794,227.347,182.08,151.901,130.345,114.178
SG-CHH-reduced-by-ion,907.398,454.203,303.138,227.605,182.286,152.073,130.492,114.307
SG-CHH-pyro-Q-reduced-by-ion,908.382,454.695,303.466,227.851,182.483,152.237,130.633,114.43
CPRP-by-ion,913.467,457.238,305.161,229.123,183.5,153.084,131.359,115.065
DiSul-by-ion,916.441,458.724,306.152,229.866,184.094,153.58,131.784,115.437
DiSul-by-ion,918.366,459.687,306.794,230.347,184.48,153.901,132.059,115.678
SG-CHH-pyro-Q-reduced-by-ion,920.382,460.695,307.466,230.851,184.883,154.237,132.347,115.93
DiSul-cz-ion,922.385,461.696,308.134,231.352,185.283,154.571,132.633,116.18
DiSul-by-ion,923.393,462.2,308.469,231.604,185.485,154.739,132.777,116.306
DiSul-cz-ion,924.396,462.702,308.804,231.855,185.685,154.906,132.92,116.431
SG-CHH-pyro-Q-reduced-cz-ion,924.401,462.704,308.805,231.856,185.686,154.907,132.921,116.432
DiSul-cz-ion,925.4,463.204,309.138,232.106,185.886,155.073,133.064,116.557
SG-CHH-reduced-by-ion,925.408,463.208,309.141,232.108,185.888,155.075,133.065,116.558
SG-CHH-pyro-Q-reduced-cz-ion,926.412,463.71,309.476,232.359,186.089,155.242,133.208,116.683
SG-CHH-pyro-Q-reduced-cz-ion,927.415,464.211,309.81,232.61,186.289,155.409,133.352,116.809
CPRP-by-ion,929.462,465.235,310.493,233.121,186.699,155.75,133.644,117.065
CPRP-by-ion,930.494,465.751,310.836,233.379,186.905,155.922,133.792,117.194
DiSul-by-ion,933.468,467.238,311.828,234.123,187.5,156.418,134.216,117.565
DiSul-by-ion,935.393,468.2,312.469,234.604,187.885,156.739,134.491,117.806
SG-CHH-pyro-Q-reduced-by-ion,937.408,469.208,313.141,235.108,188.288,157.075,134.779,118.058
DiSul-cz-ion,939.412,470.21,313.809,235.609,188.689,157.409,135.066,118.308
DiSul-cz-ion,940.419,470.714,314.145,235.861,188.89,157.576,135.209,118.434
CPRP-by-ion,940.478,470.743,314.165,235.875,188.902,157.586,135.218,118.442
DiSul-cz-ion,941.423,471.215,314.479,236.112,189.091,157.744,135.353,118.56
SG-CHH-reduced-cz-ion,941.427,471.217,314.481,236.113,189.092,157.744,135.353,118.56
CPRP-by-ion,941.462,471.235,314.493,236.121,189.099,157.75,135.358,118.565
DiSul-cz-ion,942.426,471.717,314.814,236.362,189.291,157.911,135.496,118.685
SG-CHH-reduced-cz-ion,942.435,471.721,314.817,236.365,189.293,157.912,135.497,118.686
SG-CHH-reduced-cz-ion,943.438,472.223,315.151,236.615,189.494,158.08,135.641,118.812
DiSul-by-ion,943.452,472.23,315.156,236.619,189.497,158.082,135.643,118.813
DiSul-by-ion,944.436,472.722,315.484,236.865,189.693,158.246,135.783,118.936
SG-CHH-reduced-cz-ion,944.442,472.725,315.486,236.866,189.695,158.247,135.784,118.937
DiSul-by-ion,945.377,473.192,315.798,237.1,189.882,158.403,135.918,119.054
DiSul-by-ion,946.361,473.684,316.126,237.346,190.078,158.567,136.058,119.177
CPRP-by-ion,946.489,473.748,316.168,237.378,190.104,158.588,136.077,119.193
SG-CHH-pyro-Q-reduced-by-ion,947.393,474.2,316.469,237.604,190.285,158.739,136.206,119.306
SG-CHH-pyro-Q-reduced-by-ion,948.377,474.692,316.797,237.85,190.482,158.903,136.346,119.429
CPRP-by-ion,950.421,475.715,317.479,238.361,190.891,159.243,136.638,119.684
DiSul-by-ion,950.494,475.751,317.503,238.379,190.905,159.256,136.649,119.694
CPRP-cz-ion,952.413,476.711,318.143,238.859,191.289,159.575,136.923,119.933
DiSul-by-ion,952.419,476.714,318.145,238.861,191.29,159.576,136.924,119.934
CPRP-cz-ion,953.421,477.214,318.479,239.111,191.49,159.743,137.067,120.059
CPRP-cz-ion,954.424,477.716,318.813,239.362,191.691,159.911,137.21,120.185
SG-CHH-reduced-by-ion,954.435,477.721,318.817,239.365,191.693,159.912,137.212,120.186
CPRP-cz-ion,955.428,478.218,319.148,239.613,191.892,160.078,137.354,120.31
CPRP-by-ion,956.473,478.74,319.496,239.874,192.101,160.252,137.503,120.441
CPRP-by-ion,957.457,479.232,319.824,240.12,192.298,160.416,137.643,120.564
CPRP-by-ion,958.489,479.748,320.168,240.378,192.504,160.588,137.791,120.693
SG-CHH-pyro-Q-reduced-by-ion,958.583,479.796,320.2,240.402,192.523,160.604,137.804,120.705
SG-CHH-pyro-Q-reduced-cz-ion,959.591,480.299,320.536,240.654,192.724,160.772,137.948,120.831
DiSul-by-ion,960.479,480.743,320.831,240.876,192.902,160.92,138.075,120.942
SG-CHH-pyro-Q-reduced-cz-ion,960.599,480.803,320.872,240.906,192.926,160.94,138.092,120.957
DiSul-by-ion,961.463,481.235,321.159,241.122,193.099,161.084,138.216,121.065
SG-CHH-pyro-Q-reduced-cz-ion,961.602,481.305,321.206,241.156,193.127,161.107,138.236,121.082
DiSul-by-ion,962.404,481.706,321.473,241.357,193.287,161.241,138.35,121.182
SG-CHH-pyro-Q-reduced-cz-ion,962.606,481.807,321.54,241.407,193.327,161.274,138.379,121.208
DiSul-by-ion,963.388,482.198,321.801,241.603,193.484,161.405,138.491,121.305
SG-CHH-reduced-by-ion,964.419,482.714,322.145,241.861,193.69,161.576,138.638,121.434
SG-CHH-pyro-Q-reduced-by-ion,965.403,483.206,322.473,242.107,193.887,161.74,138.779,121.557
CPRP-by-ion,968.432,484.72,323.483,242.864,194.493,162.245,139.211,121.936
CPRP-by-ion,970.489,485.748,324.168,243.378,194.904,162.588,139.505,122.193
CPRP-by-ion,974.484,487.746,325.5,244.377,195.703,163.254,140.076,122.692
CPRP-cz-ion,974.507,487.758,325.508,244.383,195.708,163.258,140.079,122.695
CPRP-cz-ion,975.515,488.262,325.844,244.635,195.909,163.426,140.223,122.821
SG-CHH-pyro-Q-reduced-by-ion,975.61,488.309,325.875,244.658,195.928,163.442,140.237,122.833
CPRP-cz-ion,976.519,488.763,326.178,244.886,196.11,163.593,140.367,122.947
DiSul-cz-ion,977.481,489.245,326.499,245.126,196.303,163.753,140.504,123.067
CPRP-cz-ion,977.522,489.265,326.513,245.136,196.311,163.76,140.51,123.072
DiSul-by-ion,978.489,489.748,326.835,245.378,196.504,163.921,140.648,123.193
DiSul-cz-ion,979.406,490.207,327.141,245.607,196.688,164.074,140.779,123.308
DiSul-cz-ion,979.492,490.25,327.169,245.629,196.705,164.089,140.791,123.318
DiSul-by-ion,980.414,490.711,327.477,245.859,196.889,164.242,140.923,123.434
DiSul-cz-ion,980.496,490.752,327.504,245.88,196.905,164.256,140.935,123.444
DiSul-cz-ion,981.418,491.213,327.811,246.11,197.09,164.41,141.066,123.559
SG-CHH-pyro-Q-reduced-cz-ion,981.422,491.215,327.813,246.111,197.091,164.41,141.067,123.56
DiSul-cz-ion,982.421,491.714,328.146,246.361,197.29,164.577,141.21,123.684
SG-CHH-reduced-by-ion,982.43,491.719,328.149,246.363,197.292,164.578,141.211,123.686
SG-CHH-pyro-Q-reduced-cz-ion,983.433,492.221,328.483,246.614,197.493,164.745,141.354,123.811
SG-CHH-pyro-Q-reduced-cz-ion,984.437,492.722,328.817,246.865,197.694,164.913,141.498,123.936
CPRP-by-ion,986.484,493.746,329.5,247.377,198.103,165.254,141.79,124.192
CPRP-by-ion,987.515,494.262,329.844,247.635,198.309,165.426,141.937,124.321
CPRP-cz-ion,990.502,495.755,330.839,248.381,198.907,165.924,142.364,124.695
CPRP-cz-ion,991.51,496.259,331.175,248.633,199.108,166.092,142.508,124.821
CPRP-cz-ion,992.514,496.761,331.51,248.884,199.309,166.259,142.652,124.946
CPRP-cz-ion,993.517,497.262,331.844,249.135,199.51,166.426,142.795,125.071
DiSul-cz-ion,994.508,497.758,332.174,249.383,199.708,166.591,142.936,125.195
PO-CHH-reduced-by-ion,994.616,497.812,332.21,249.41,199.729,166.609,142.952,125.209
DiSul-cz-ion,995.516,498.262,332.51,249.635,199.909,166.759,143.08,125.321
PO-CHH-reduced-by-ion,995.6,498.304,332.538,249.656,199.926,166.773,143.092,125.332
DiSul-cz-ion,996.433,498.72,332.816,249.864,200.093,166.912,143.211,125.436
DiSul-cz-ion,996.519,498.763,332.845,249.886,200.11,166.926,143.224,125.447
PO-CHH-pyro-Q-reduced-cz-ion,996.608,498.808,332.874,249.908,200.128,166.941,143.236,125.458
DiSul-cz-ion,997.441,499.224,333.152,250.116,200.294,167.08,143.355,125.562
CPRP-by-ion,997.5,499.254,333.172,250.131,200.306,167.09,143.364,125.569
DiSul-cz-ion,997.522,499.265,333.179,250.136,200.311,167.094,143.367,125.572
PO-CHH-pyro-Q-reduced-cz-ion,997.615,499.312,333.21,250.16,200.329,167.109,143.38,125.584
DiSul-cz-ion,998.444,499.726,333.487,250.367,200.495,167.247,143.499,125.687
SG-CHH-reduced-cz-ion,998.449,499.728,333.488,250.368,200.496,167.248,143.499,125.688
CPRP-by-ion,998.484,499.746,333.5,250.377,200.503,167.254,143.504,125.692
PO-CHH-pyro-Q-reduced-cz-ion,998.619,499.813,333.545,250.411,200.53,167.276,143.524,125.709
DiSul-cz-ion,999.448,500.228,333.821,250.618,200.696,167.415,143.642,125.813
SG-CHH-reduced-cz-ion,999.456,500.232,333.824,250.62,200.698,167.416,143.643,125.814
PO-CHH-pyro-Q-reduced-cz-ion,999.622,500.315,333.879,250.661,200.731,167.444,143.667,125.835
SG-CHH-reduced-cz-ion,1000.46,500.734,334.158,250.871,200.898,167.583,143.787,125.939
SG-CHH-reduced-cz-ion,1001.463,501.235,334.493,251.122,201.099,167.75,143.93,126.065
CPRP-by-ion,1003.51,502.259,335.175,251.633,201.508,168.092,144.222,126.321
PO-CHH-reduced-by-ion,1012.626,506.817,338.214,253.912,203.332,169.611,145.525,127.46
CPRP-by-ion,1013.495,507.251,338.503,254.13,203.505,169.756,145.649,127.569
CPRP-by-ion,1014.479,507.743,338.831,254.376,203.702,169.92,145.789,127.692
CPRP-by-ion,1015.51,508.259,339.175,254.633,203.908,170.092,145.937,127.821
DiSul-by-ion,1017.435,509.221,339.817,255.115,204.293,170.412,146.212,128.061
SG-CHH-pyro-Q-reduced-by-ion,1019.45,510.229,340.489,255.618,204.696,170.748,146.5,128.313
CPRP-by-ion,1031.505,516.256,344.507,258.632,207.107,172.757,148.222,129.82
CPRP-cz-ion,1031.529,516.268,344.515,258.638,207.112,172.761,148.225,129.823
CPRP-cz-ion,1032.537,516.772,344.851,258.89,207.314,172.929,148.369,129.949
CPRP-cz-ion,1033.54,517.274,345.185,259.141,207.514,173.097,148.512,130.074
DiSul-by-ion,1034.461,517.735,345.492,259.371,207.699,173.25,148.644,130.189
CPRP-cz-ion,1034.543,517.776,345.52,259.392,207.715,173.264,148.656,130.2
SG-CHH-pyro-Q-reduced-by-ion,1036.477,518.742,346.164,259.875,208.102,173.586,148.932,130.441
DiSul-by-ion,1044.446,522.727,348.82,261.867,209.695,174.914,150.07,131.438
DiSul-by-ion,1045.43,523.219,349.148,262.113,209.892,175.078,150.211,131.561
SG-CHH-pyro-Q-reduced-by-ion,1046.461,523.735,349.492,262.371,210.099,175.25,150.358,131.689
SG-CHH-pyro-Q-reduced-by-ion,1047.445,524.227,349.82,262.617,210.295,175.414,150.499,131.812
CPRP-cz-ion,1047.524,524.266,349.846,262.637,210.311,175.427,150.51,131.822
CPRP-cz-ion,1048.532,524.77,350.182,262.889,210.513,175.595,150.654,131.948
CPRP-cz-ion,1049.535,525.271,350.517,263.14,210.713,175.762,150.797,132.074
CPRP-cz-ion,1050.538,525.773,350.851,263.39,210.914,175.93,150.941,132.199
DiSul-by-ion,1051.488,526.248,351.168,263.628,211.104,176.088,151.076,132.318
SG-CHH-reduced-by-ion,1053.503,527.256,351.84,264.132,211.507,176.424,151.364,132.57
DiSul-by-ion,1061.472,531.24,354.496,266.124,213.101,177.752,152.503,133.566
DiSul-by-ion,1062.456,531.732,354.824,266.37,213.297,177.916,152.643,133.689
SG-CHH-reduced-by-ion,1063.488,532.248,355.168,266.628,213.504,178.088,152.791,133.818
SG-CHH-pyro-Q-reduced-by-ion,1064.472,532.74,355.496,266.874,213.701,178.252,152.931,133.941
DiSul-cz-ion,1078.475,539.741,360.163,270.375,216.501,180.586,154.932,135.691
DiSul-by-ion,1079.483,540.245,360.499,270.627,216.703,180.754,155.076,135.817
DiSul-by-ion,1079.504,540.256,360.507,270.632,216.707,180.757,155.079,135.82
DiSul-cz-ion,1080.486,540.747,360.834,270.877,216.903,180.921,155.219,135.943
SG-CHH-pyro-Q-reduced-cz-ion,1080.49,540.749,360.835,270.878,216.904,180.922,155.22,135.943
DiSul-cz-ion,1081.489,541.249,361.168,271.128,217.104,181.088,155.362,136.068
SG-CHH-reduced-by-ion,1081.498,541.253,361.171,271.13,217.106,181.09,155.364,136.069
SG-CHH-pyro-Q-reduced-cz-ion,1082.502,541.755,361.506,271.381,217.307,181.257,155.507,136.195
SG-CHH-pyro-Q-reduced-cz-ion,1083.505,542.256,361.84,271.632,217.507,181.424,155.65,136.32
SG-CHH-pyro-Q-reduced-by-ion,1086.642,543.825,362.886,272.416,218.135,181.947,156.098,136.712
SG-CHH-pyro-Q-reduced-by-ion,1087.626,544.317,363.214,272.662,218.331,182.111,156.239,136.835
SG-CHH-pyro-Q-reduced-cz-ion,1088.634,544.821,363.55,272.914,218.533,182.279,156.383,136.961
SG-CHH-pyro-Q-reduced-cz-ion,1089.642,545.325,363.886,273.166,218.735,182.447,156.527,137.087
SG-CHH-pyro-Q-reduced-cz-ion,1090.645,545.826,364.22,273.417,218.935,182.614,156.67,137.212
SG-CHH-pyro-Q-reduced-cz-ion,1091.648,546.328,364.555,273.668,219.136,182.781,156.814,137.338
DiSul-cz-ion,1095.501,548.255,365.839,274.631,219.907,183.423,157.364,137.819
DiSul-cz-ion,1096.509,548.759,366.175,274.883,220.108,183.591,157.508,137.945
DiSul-by-ion,1096.531,548.769,366.182,274.889,220.112,183.595,157.511,137.948
CPRP-by-ion,1097.49,549.249,366.502,275.128,220.304,183.755,157.648,138.068
DiSul-cz-ion,1097.513,549.26,366.509,275.134,220.309,183.759,157.651,138.071
SG-CHH-reduced-cz-ion,1097.517,549.262,366.511,275.135,220.31,183.759,157.652,138.071
DiSul-cz-ion,1098.516,549.762,366.844,275.385,220.509,183.926,157.795,138.196
SG-CHH-reduced-cz-ion,1098.525,549.766,366.847,275.387,220.511,183.927,157.796,138.197
CPRP-cz-ion,1099.482,550.245,367.166,275.626,220.703,184.087,157.933,138.317
SG-CHH-reduced-cz-ion,1099.528,550.268,367.181,275.638,220.712,184.095,157.939,138.323
CPRP-cz-ion,1100.49,550.749,367.502,275.878,220.904,184.255,158.077,138.443
SG-CHH-reduced-cz-ion,1100.532,550.77,367.516,275.889,220.913,184.262,158.083,138.448
CPRP-cz-ion,1101.493,551.25,367.836,276.129,221.105,184.422,158.22,138.568
CPRP-cz-ion,1102.496,551.752,368.171,276.38,221.306,184.589,158.363,138.694
SG-CHH-pyro-Q-reduced-by-ion,1104.652,552.83,368.889,276.919,221.737,184.949,158.671,138.963
DiSul-by-ion,1106.515,553.762,369.51,277.385,222.109,185.259,158.937,139.196
DiSul-by-ion,1107.499,554.254,369.838,277.631,222.306,185.423,159.078,139.319
DiSul-by-ion,1113.558,557.283,371.858,279.145,223.518,186.433,159.944,140.077
CPRP-by-ion,1115.5,558.254,372.505,279.631,223.906,186.757,160.221,140.319
DiSul-by-ion,1123.542,562.275,375.186,281.641,225.515,188.097,161.37,141.325
DiSul-by-ion,1124.526,562.767,375.514,281.887,225.711,188.261,161.51,141.448
PO-CHH-reduced-by-ion,1125.656,563.332,375.891,282.17,225.937,188.449,161.672,141.589
CPRP-by-ion,1126.59,563.799,376.202,282.403,226.124,188.605,161.805,141.706
PO-CHH-reduced-by-ion,1126.64,563.824,376.219,282.416,226.134,188.613,161.812,141.712
PO-CHH-pyro-Q-reduced-cz-ion,1127.648,564.328,376.555,282.668,226.336,188.781,161.956,141.838
PO-CHH-pyro-Q-reduced-cz-ion,1128.656,564.832,376.89,282.92,226.537,188.949,162.1,141.964
PO-CHH-pyro-Q-reduced-cz-ion,1129.659,565.333,377.225,283.171,226.738,189.116,162.244,142.089
PO-CHH-pyro-Q-reduced-cz-ion,1130.663,565.835,377.559,283.422,226.939,189.284,162.387,142.215
DiSul-cz-ion,1140.545,570.776,380.853,285.892,228.915,190.931,163.799,143.45
DiSul-by-ion,1141.552,571.28,381.189,286.144,229.117,191.099,163.943,143.576
DiSul-cz-ion,1142.556,571.782,381.524,286.395,229.317,191.266,164.086,143.701
CPRP-by-ion,1142.585,571.796,381.533,286.402,229.323,191.271,164.09,143.705
DiSul-cz-ion,1143.559,572.283,381.858,286.646,229.518,191.433,164.229,143.827
CPRP-by-ion,1143.616,572.312,381.877,286.66,229.53,191.443,164.238,143.834
PO-CHH-reduced-by-ion,1143.667,572.337,381.894,286.673,229.54,191.451,164.245,143.84
CPRP-by-ion,1153.601,577.304,385.205,289.156,231.526,193.107,165.664,145.082
CPRP-by-ion,1154.511,577.76,385.509,289.384,231.709,193.258,165.794,145.196
CPRP-by-ion,1154.585,577.796,385.533,289.402,231.723,193.271,165.805,145.205
CPRP-cz-ion,1156.503,578.755,386.173,289.882,232.107,193.59,166.079,145.445
