Target Sequence,File Name,MH,M,7
EmptyTargetSequence,EmptyFileName,8193.84396,8192.83612,1171.413
EmptyTargetSequence,EmptyFileName,8194.62096,8193.61312,1171.524
EmptyTargetSequence,EmptyFileName,8194.63496,8193.62712,1171.526
EmptyTargetSequence,EmptyFileName,8195.60796,8194.60012,1171.665
EmptyTargetSequence,EmptyFileName,8196.85396,8195.84612,1171.843
EmptyTargetSequence,EmptyFileName,8201.61396,8200.60612,1172.523
EmptyTargetSequence,EmptyFileName,8205.59696,8204.58912,1173.092
EmptyTargetSequence,EmptyFileName,8209.61496,8208.60712,1173.666
EmptyTargetSequence,EmptyFileName,8209.62896,8208.62112,1173.668
EmptyTargetSequence,EmptyFileName,8211.60296,8210.59512,1173.95
EmptyTargetSequence,EmptyFileName,8211.96696,8210.95912,1174.002
EmptyTargetSequence,EmptyFileName,8215.13096,8214.12312,1174.454
EmptyTargetSequence,EmptyFileName,8215.15196,8214.14412,1174.457
EmptyTargetSequence,EmptyFileName,8215.64196,8214.63412,1174.527
EmptyTargetSequence,EmptyFileName,8216.14596,8215.13812,1174.599
EmptyTargetSequence,EmptyFileName,8218.65896,8217.65112,1174.958
EmptyTargetSequence,EmptyFileName,8219.61796,8218.61012,1175.095
EmptyTargetSequence,EmptyFileName,8220.62596,8219.61812,1175.239
EmptyTargetSequence,EmptyFileName,8224.62296,8223.61512,1175.81
EmptyTargetSequence,EmptyFileName,8225.62396,8224.61612,1175.953
EmptyTargetSequence,EmptyFileName,8226.61796,8225.61012,1176.095
EmptyTargetSequence,EmptyFileName,8226.62496,8225.61712,1176.096
EmptyTargetSequence,EmptyFileName,8228.55696,8227.54912,1176.372
EmptyTargetSequence,EmptyFileName,8229.92196,8228.91412,1176.567
EmptyTargetSequence,EmptyFileName,8230.64296,8229.63512,1176.67
EmptyTargetSequence,EmptyFileName,8233.63196,8232.62412,1177.097
EmptyTargetSequence,EmptyFileName,8236.62796,8235.62012,1177.525
EmptyTargetSequence,EmptyFileName,8236.63496,8235.62712,1177.526
EmptyTargetSequence,EmptyFileName,8236.64196,8235.63412,1177.527
EmptyTargetSequence,EmptyFileName,8239.62396,8238.61612,1177.953
EmptyTargetSequence,EmptyFileName,8243.63496,8242.62712,1178.526
EmptyTargetSequence,EmptyFileName,8244.62196,8243.61412,1178.667
EmptyTargetSequence,EmptyFileName,8245.91696,8244.90912,1178.852
EmptyTargetSequence,EmptyFileName,8246.63096,8245.62312,1178.954
EmptyTargetSequence,EmptyFileName,8250.63496,8249.62712,1179.526
EmptyTargetSequence,EmptyFileName,8250.64896,8249.64112,1179.528
EmptyTargetSequence,EmptyFileName,8254.62496,8253.61712,1180.096
EmptyTargetSequence,EmptyFileName,8255.63996,8254.63212,1180.241
EmptyTargetSequence,EmptyFileName,8257.78196,8256.77412,1180.547
EmptyTargetSequence,EmptyFileName,8258.63596,8257.62812,1180.669
EmptyTargetSequence,EmptyFileName,8260.63096,8259.62312,1180.954
EmptyTargetSequence,EmptyFileName,8261.91196,8260.90412,1181.137
EmptyTargetSequence,EmptyFileName,8263.64096,8262.63312,1181.384
EmptyTargetSequence,EmptyFileName,8263.64796,8262.64012,1181.385
EmptyTargetSequence,EmptyFileName,8264.62796,8263.62012,1181.525
EmptyTargetSequence,EmptyFileName,8264.64196,8263.63412,1181.527
EmptyTargetSequence,EmptyFileName,8265.94396,8264.93612,1181.713
EmptyTargetSequence,EmptyFileName,8266.64396,8265.63612,1181.813
EmptyTargetSequence,EmptyFileName,8269.05896,8268.05112,1182.158
EmptyTargetSequence,EmptyFileName,8269.07296,8268.06512,1182.16
EmptyTargetSequence,EmptyFileName,8271.63496,8270.62712,1182.526
EmptyTargetSequence,EmptyFileName,8271.65596,8270.64812,1182.529
EmptyTargetSequence,EmptyFileName,8274.63796,8273.63012,1182.955
EmptyTargetSequence,EmptyFileName,8275.63896,8274.63112,1183.098
EmptyTargetSequence,EmptyFileName,8276.60496,8275.59712,1183.236
EmptyTargetSequence,EmptyFileName,8278.64896,8277.64112,1183.528
EmptyTargetSequence,EmptyFileName,8278.66296,8277.65512,1183.53
EmptyTargetSequence,EmptyFileName,8279.63596,8278.62812,1183.669
EmptyTargetSequence,EmptyFileName,8279.64296,8278.63512,1183.67
EmptyTargetSequence,EmptyFileName,8280.64396,8279.63612,1183.813
EmptyTargetSequence,EmptyFileName,8281.63796,8280.63012,1183.955
EmptyTargetSequence,EmptyFileName,8282.83496,8281.82712,1184.126
EmptyTargetSequence,EmptyFileName,8289.65996,8288.65212,1185.101
EmptyTargetSequence,EmptyFileName,8295.63796,8294.63012,1185.955
EmptyTargetSequence,EmptyFileName,8295.64496,8294.63712,1185.956
EmptyTargetSequence,EmptyFileName,8295.65196,8294.64412,1185.957
EmptyTargetSequence,EmptyFileName,8295.65896,8294.65112,1185.958
EmptyTargetSequence,EmptyFileName,8298.83696,8297.82912,1186.412
EmptyTargetSequence,EmptyFileName,8302.65196,8301.64412,1186.957
EmptyTargetSequence,EmptyFileName,8303.64596,8302.63812,1187.099
EmptyTargetSequence,EmptyFileName,8304.66096,8303.65312,1187.244
EmptyTargetSequence,EmptyFileName,8304.66796,8303.66012,1187.245
EmptyTargetSequence,EmptyFileName,8305.66196,8304.65412,1187.387
EmptyTargetSequence,EmptyFileName,8306.65596,8305.64812,1187.529
EmptyTargetSequence,EmptyFileName,8309.65196,8308.64412,1187.957
EmptyTargetSequence,EmptyFileName,8309.66596,8308.65812,1187.959
EmptyTargetSequence,EmptyFileName,8310.65296,8309.64512,1188.1
EmptyTargetSequence,EmptyFileName,8310.65996,8309.65212,1188.101
EmptyTargetSequence,EmptyFileName,8311.65396,8310.64612,1188.243
EmptyTargetSequence,EmptyFileName,8311.66096,8310.65312,1188.244
EmptyTargetSequence,EmptyFileName,8312.66196,8311.65412,1188.387
EmptyTargetSequence,EmptyFileName,8313.66296,8312.65512,1188.53
EmptyTargetSequence,EmptyFileName,8317.65996,8316.65212,1189.101
EmptyTargetSequence,EmptyFileName,8319.65496,8318.64712,1189.386
EmptyTargetSequence,EmptyFileName,8319.66896,8318.66112,1189.388
EmptyTargetSequence,EmptyFileName,8320.66296,8319.65512,1189.53
EmptyTargetSequence,EmptyFileName,8320.66996,8319.66212,1189.531
EmptyTargetSequence,EmptyFileName,8322.67196,8321.66412,1189.817
EmptyTargetSequence,EmptyFileName,8323.67296,8322.66512,1189.96
EmptyTargetSequence,EmptyFileName,8324.66696,8323.65912,1190.102
EmptyTargetSequence,EmptyFileName,8325.66096,8324.65312,1190.244
EmptyTargetSequence,EmptyFileName,8325.66796,8324.66012,1190.245
EmptyTargetSequence,EmptyFileName,8326.65496,8325.64712,1190.386
EmptyTargetSequence,EmptyFileName,8326.66196,8325.65412,1190.387
EmptyTargetSequence,EmptyFileName,8327.64896,8326.64112,1190.528
EmptyTargetSequence,EmptyFileName,8327.65596,8326.64812,1190.529
EmptyTargetSequence,EmptyFileName,8328.85296,8327.84512,1190.7
EmptyTargetSequence,EmptyFileName,8329.22396,8328.21612,1190.753
EmptyTargetSequence,EmptyFileName,8329.23096,8328.22312,1190.754
EmptyTargetSequence,EmptyFileName,8329.57396,8328.56612,1190.803
EmptyTargetSequence,EmptyFileName,8331.65996,8330.65212,1191.101
EmptyTargetSequence,EmptyFileName,8333.66896,8332.66112,1191.388
EmptyTargetSequence,EmptyFileName,8335.95096,8334.94312,1191.714
EmptyTargetSequence,EmptyFileName,8337.66596,8336.65812,1191.959
EmptyTargetSequence,EmptyFileName,8338.20496,8337.19712,1192.036
EmptyTargetSequence,EmptyFileName,8338.66696,8337.65912,1192.102
EmptyTargetSequence,EmptyFileName,8338.67396,8337.66612,1192.103
EmptyTargetSequence,EmptyFileName,8339.08696,8338.07912,1192.162
EmptyTargetSequence,EmptyFileName,8339.66096,8338.65312,1192.244
EmptyTargetSequence,EmptyFileName,8339.66796,8338.66012,1192.245
EmptyTargetSequence,EmptyFileName,8341.65596,8340.64812,1192.529
EmptyTargetSequence,EmptyFileName,8341.67696,8340.66912,1192.532
EmptyTargetSequence,EmptyFileName,8344.62396,8343.61612,1192.953
EmptyTargetSequence,EmptyFileName,8350.14696,8349.13912,1193.742
EmptyTargetSequence,EmptyFileName,8350.66496,8349.65712,1193.816
EmptyTargetSequence,EmptyFileName,8352.67396,8351.66612,1194.103
EmptyTargetSequence,EmptyFileName,8353.67496,8352.66712,1194.246
EmptyTargetSequence,EmptyFileName,8353.68196,8352.67412,1194.247
EmptyTargetSequence,EmptyFileName,8353.68896,8352.68112,1194.248
EmptyTargetSequence,EmptyFileName,8354.66896,8353.66112,1194.388
EmptyTargetSequence,EmptyFileName,8354.68996,8353.68212,1194.391
EmptyTargetSequence,EmptyFileName,8355.66996,8354.66212,1194.531
EmptyTargetSequence,EmptyFileName,8355.68396,8354.67612,1194.533
EmptyTargetSequence,EmptyFileName,8359.97496,8358.96712,1195.146
EmptyTargetSequence,EmptyFileName,8360.67496,8359.66712,1195.246
EmptyTargetSequence,EmptyFileName,8367.69596,8366.68812,1196.249
EmptyTargetSequence,EmptyFileName,8368.67596,8367.66812,1196.389
EmptyTargetSequence,EmptyFileName,8369.67696,8368.66912,1196.532
EmptyTargetSequence,EmptyFileName,8369.68396,8368.67612,1196.533
EmptyTargetSequence,EmptyFileName,8371.67896,8370.67112,1196.818
EmptyTargetSequence,EmptyFileName,8373.68096,8372.67312,1197.104
EmptyTargetSequence,EmptyFileName,8376.67696,8375.66912,1197.532
EmptyTargetSequence,EmptyFileName,8376.68396,8375.67612,1197.533
EmptyTargetSequence,EmptyFileName,8376.69796,8375.69012,1197.535
EmptyTargetSequence,EmptyFileName,8376.97796,8375.97012,1197.575
EmptyTargetSequence,EmptyFileName,8377.70596,8376.69812,1197.679
EmptyTargetSequence,EmptyFileName,8382.13696,8381.12912,1198.312
EmptyTargetSequence,EmptyFileName,8385.67196,8384.66412,1198.817
EmptyTargetSequence,EmptyFileName,8385.67896,8384.67112,1198.818
EmptyTargetSequence,EmptyFileName,8385.68596,8384.67812,1198.819
EmptyTargetSequence,EmptyFileName,8386.69396,8385.68612,1198.963
EmptyTargetSequence,EmptyFileName,8392.66496,8391.65712,1199.816
EmptyTargetSequence,EmptyFileName,8392.67896,8391.67112,1199.818
EmptyTargetSequence,EmptyFileName,8400.65896,8399.65112,1200.958
EmptyTargetSequence,EmptyFileName,8400.67296,8399.66512,1200.96
EmptyTargetSequence,EmptyFileName,8401.66696,8400.65912,1201.102
EmptyTargetSequence,EmptyFileName,8401.67396,8400.66612,1201.103
EmptyTargetSequence,EmptyFileName,8401.82796,8400.82012,1201.125
EmptyTargetSequence,EmptyFileName,8401.83496,8400.82712,1201.126
EmptyTargetSequence,EmptyFileName,8402.66796,8401.66012,1201.245
EmptyTargetSequence,EmptyFileName,8402.68196,8401.67412,1201.247
EmptyTargetSequence,EmptyFileName,8402.70296,8401.69512,1201.25
EmptyTargetSequence,EmptyFileName,8406.59496,8405.58712,1201.806
EmptyTargetSequence,EmptyFileName,8406.83296,8405.82512,1201.84
EmptyTargetSequence,EmptyFileName,8406.83996,8405.83212,1201.841
EmptyTargetSequence,EmptyFileName,8408.61096,8407.60312,1202.094
EmptyTargetSequence,EmptyFileName,8408.61796,8407.61012,1202.095
EmptyTargetSequence,EmptyFileName,8408.62496,8407.61712,1202.096
EmptyTargetSequence,EmptyFileName,8409.60496,8408.59712,1202.236
EmptyTargetSequence,EmptyFileName,8409.61196,8408.60412,1202.237
EmptyTargetSequence,EmptyFileName,8409.62596,8408.61812,1202.239
EmptyTargetSequence,EmptyFileName,8409.63296,8408.62512,1202.24
EmptyTargetSequence,EmptyFileName,8413.60896,8412.60112,1202.808
EmptyTargetSequence,EmptyFileName,8414.80596,8413.79812,1202.979
EmptyTargetSequence,EmptyFileName,8416.65396,8415.64612,1203.243
EmptyTargetSequence,EmptyFileName,8416.66796,8415.66012,1203.245
EmptyTargetSequence,EmptyFileName,8416.68196,8415.67412,1203.247
EmptyTargetSequence,EmptyFileName,8416.77996,8415.77212,1203.261
EmptyTargetSequence,EmptyFileName,8416.79396,8415.78612,1203.263
EmptyTargetSequence,EmptyFileName,8416.80796,8415.80012,1203.265
EmptyTargetSequence,EmptyFileName,8417.64096,8416.63312,1203.384
EmptyTargetSequence,EmptyFileName,8417.65496,8416.64712,1203.386
EmptyTargetSequence,EmptyFileName,8417.66196,8416.65412,1203.387
EmptyTargetSequence,EmptyFileName,8417.68296,8416.67512,1203.39
EmptyTargetSequence,EmptyFileName,8418.69096,8417.68312,1203.534
EmptyTargetSequence,EmptyFileName,8418.69796,8417.69012,1203.535
EmptyTargetSequence,EmptyFileName,8418.97096,8417.96312,1203.574
EmptyTargetSequence,EmptyFileName,8419.81796,8418.81012,1203.695
EmptyTargetSequence,EmptyFileName,8421.60996,8420.60212,1203.951
EmptyTargetSequence,EmptyFileName,8421.79196,8420.78412,1203.977
EmptyTargetSequence,EmptyFileName,8421.79896,8420.79112,1203.978
EmptyTargetSequence,EmptyFileName,8421.81296,8420.80512,1203.98
EmptyTargetSequence,EmptyFileName,8422.58996,8421.58212,1204.091
EmptyTargetSequence,EmptyFileName,8422.59696,8421.58912,1204.092
EmptyTargetSequence,EmptyFileName,8422.60396,8421.59612,1204.093
EmptyTargetSequence,EmptyFileName,8422.61096,8421.60312,1204.094
EmptyTargetSequence,EmptyFileName,8423.59796,8422.59012,1204.235
EmptyTargetSequence,EmptyFileName,8423.60496,8422.59712,1204.236
EmptyTargetSequence,EmptyFileName,8425.69796,8424.69012,1204.535
EmptyTargetSequence,EmptyFileName,8428.58896,8427.58112,1204.948
EmptyTargetSequence,EmptyFileName,8428.62396,8427.61612,1204.953
EmptyTargetSequence,EmptyFileName,8429.60396,8428.59612,1205.093
EmptyTargetSequence,EmptyFileName,8429.61796,8428.61012,1205.095
EmptyTargetSequence,EmptyFileName,8430.61196,8429.60412,1205.237
EmptyTargetSequence,EmptyFileName,8430.61896,8429.61112,1205.238
EmptyTargetSequence,EmptyFileName,8430.84296,8429.83512,1205.27
EmptyTargetSequence,EmptyFileName,8430.86396,8429.85612,1205.273
EmptyTargetSequence,EmptyFileName,8432.65596,8431.64812,1205.529
EmptyTargetSequence,EmptyFileName,8432.99896,8431.99112,1205.578
EmptyTargetSequence,EmptyFileName,8433.63596,8432.62812,1205.669
EmptyTargetSequence,EmptyFileName,8435.85496,8434.84712,1205.986
EmptyTargetSequence,EmptyFileName,8435.87596,8434.86812,1205.989
EmptyTargetSequence,EmptyFileName,8437.59796,8436.59012,1206.235
EmptyTargetSequence,EmptyFileName,8437.60496,8436.59712,1206.236
EmptyTargetSequence,EmptyFileName,8438.58496,8437.57712,1206.376
EmptyTargetSequence,EmptyFileName,8438.59196,8437.58412,1206.377
EmptyTargetSequence,EmptyFileName,8439.59296,8438.58512,1206.52
EmptyTargetSequence,EmptyFileName,8439.61396,8438.60612,1206.523
EmptyTargetSequence,EmptyFileName,8440.27896,8439.27112,1206.618
EmptyTargetSequence,EmptyFileName,8440.28596,8439.27812,1206.619
EmptyTargetSequence,EmptyFileName,8440.29996,8439.29212,1206.621
EmptyTargetSequence,EmptyFileName,8442.29496,8441.28712,1206.906
EmptyTargetSequence,EmptyFileName,8445.29096,8444.28312,1207.334
EmptyTargetSequence,EmptyFileName,8445.29796,8444.29012,1207.335
EmptyTargetSequence,EmptyFileName,8445.31196,8444.30412,1207.337
EmptyTargetSequence,EmptyFileName,8446.59996,8445.59212,1207.521
EmptyTargetSequence,EmptyFileName,8446.60696,8445.59912,1207.522
EmptyTargetSequence,EmptyFileName,8446.61396,8445.60612,1207.523
EmptyTargetSequence,EmptyFileName,8446.62796,8445.62012,1207.525
EmptyTargetSequence,EmptyFileName,8447.30696,8446.29912,1207.622
EmptyTargetSequence,EmptyFileName,8447.60796,8446.60012,1207.665
EmptyTargetSequence,EmptyFileName,8447.85296,8446.84512,1207.7
EmptyTargetSequence,EmptyFileName,8447.85996,8446.85212,1207.701
EmptyTargetSequence,EmptyFileName,8447.99996,8446.99212,1207.721
EmptyTargetSequence,EmptyFileName,8449.00796,8448.00012,1207.865
EmptyTargetSequence,EmptyFileName,8449.78496,8448.77712,1207.976
EmptyTargetSequence,EmptyFileName,8452.61296,8451.60512,1208.38
EmptyTargetSequence,EmptyFileName,8452.85796,8451.85012,1208.415
EmptyTargetSequence,EmptyFileName,8452.86496,8451.85712,1208.416
EmptyTargetSequence,EmptyFileName,8452.87196,8451.86412,1208.417
EmptyTargetSequence,EmptyFileName,8453.59296,8452.58512,1208.52
EmptyTargetSequence,EmptyFileName,8453.59996,8452.59212,1208.521
EmptyTargetSequence,EmptyFileName,8453.60696,8452.59912,1208.522
EmptyTargetSequence,EmptyFileName,8454.58696,8453.57912,1208.662
EmptyTargetSequence,EmptyFileName,8454.59396,8453.58612,1208.663
EmptyTargetSequence,EmptyFileName,8454.60096,8453.59312,1208.664
EmptyTargetSequence,EmptyFileName,8454.78996,8453.78212,1208.691
EmptyTargetSequence,EmptyFileName,8454.99296,8453.98512,1208.72
EmptyTargetSequence,EmptyFileName,8455.61596,8454.60812,1208.809
EmptyTargetSequence,EmptyFileName,8456.83396,8455.82612,1208.983
EmptyTargetSequence,EmptyFileName,8457.82796,8456.82012,1209.125
EmptyTargetSequence,EmptyFileName,8457.83496,8456.82712,1209.126
EmptyTargetSequence,EmptyFileName,8457.84196,8456.83412,1209.127
EmptyTargetSequence,EmptyFileName,8458.26896,8457.26112,1209.188
EmptyTargetSequence,EmptyFileName,8458.27596,8457.26812,1209.189
EmptyTargetSequence,EmptyFileName,8458.80096,8457.79312,1209.264
EmptyTargetSequence,EmptyFileName,8458.82896,8457.82112,1209.268
EmptyTargetSequence,EmptyFileName,8460.84496,8459.83712,1209.556
EmptyTargetSequence,EmptyFileName,8460.86596,8459.85812,1209.559
EmptyTargetSequence,EmptyFileName,8461.29296,8460.28512,1209.62
EmptyTargetSequence,EmptyFileName,8461.53096,8460.52312,1209.654
EmptyTargetSequence,EmptyFileName,8461.56596,8460.55812,1209.659
EmptyTargetSequence,EmptyFileName,8461.58696,8460.57912,1209.662
EmptyTargetSequence,EmptyFileName,8461.84596,8460.83812,1209.699
EmptyTargetSequence,EmptyFileName,8462.57396,8461.56612,1209.803
EmptyTargetSequence,EmptyFileName,8462.58796,8461.58012,1209.805
EmptyTargetSequence,EmptyFileName,8462.75596,8461.74812,1209.829
EmptyTargetSequence,EmptyFileName,8462.83296,8461.82512,1209.84
EmptyTargetSequence,EmptyFileName,8462.83996,8461.83212,1209.841
EmptyTargetSequence,EmptyFileName,8462.84696,8461.83912,1209.842
EmptyTargetSequence,EmptyFileName,8463.80596,8462.79812,1209.979
EmptyTargetSequence,EmptyFileName,8463.81296,8462.80512,1209.98
EmptyTargetSequence,EmptyFileName,8463.81996,8462.81212,1209.981
EmptyTargetSequence,EmptyFileName,8463.82696,8462.81912,1209.982
EmptyTargetSequence,EmptyFileName,8463.83396,8462.82612,1209.983
EmptyTargetSequence,EmptyFileName,8463.84096,8462.83312,1209.984
EmptyTargetSequence,EmptyFileName,8464.99596,8463.98812,1210.149
EmptyTargetSequence,EmptyFileName,8465.85696,8464.84912,1210.272
EmptyTargetSequence,EmptyFileName,8465.87796,8464.87012,1210.275
EmptyTargetSequence,EmptyFileName,8466.99796,8465.99012,1210.435
EmptyTargetSequence,EmptyFileName,8467.59296,8466.58512,1210.52
EmptyTargetSequence,EmptyFileName,8468.68496,8467.67712,1210.676
EmptyTargetSequence,EmptyFileName,8469.60196,8468.59412,1210.807
EmptyTargetSequence,EmptyFileName,8469.60896,8468.60112,1210.808
EmptyTargetSequence,EmptyFileName,8469.61596,8468.60812,1210.809
EmptyTargetSequence,EmptyFileName,8470.59596,8469.58812,1210.949
EmptyTargetSequence,EmptyFileName,8470.60996,8469.60212,1210.951
EmptyTargetSequence,EmptyFileName,8473.84396,8472.83612,1211.413
EmptyTargetSequence,EmptyFileName,8473.85096,8472.84312,1211.414
EmptyTargetSequence,EmptyFileName,8477.52596,8476.51812,1211.939
EmptyTargetSequence,EmptyFileName,8478.54096,8477.53312,1212.084
EmptyTargetSequence,EmptyFileName,8478.84196,8477.83412,1212.127
EmptyTargetSequence,EmptyFileName,8478.84896,8477.84112,1212.128
EmptyTargetSequence,EmptyFileName,8478.85596,8477.84812,1212.129
EmptyTargetSequence,EmptyFileName,8478.86296,8477.85512,1212.13
EmptyTargetSequence,EmptyFileName,8479.83596,8478.82812,1212.269
EmptyTargetSequence,EmptyFileName,8479.84996,8478.84212,1212.271
EmptyTargetSequence,EmptyFileName,8479.85696,8478.84912,1212.272
EmptyTargetSequence,EmptyFileName,8479.86396,8478.85612,1212.273
EmptyTargetSequence,EmptyFileName,8484.59596,8483.58812,1212.949
EmptyTargetSequence,EmptyFileName,8485.60396,8484.59612,1213.093
EmptyTargetSequence,EmptyFileName,8486.61196,8485.60412,1213.237
EmptyTargetSequence,EmptyFileName,8486.68196,8485.67412,1213.247
EmptyTargetSequence,EmptyFileName,8486.87096,8485.86312,1213.274
EmptyTargetSequence,EmptyFileName,8486.88496,8485.87712,1213.276
EmptyTargetSequence,EmptyFileName,8487.59896,8486.59112,1213.378
EmptyTargetSequence,EmptyFileName,8487.60596,8486.59812,1213.379
EmptyTargetSequence,EmptyFileName,8488.68396,8487.67612,1213.533
EmptyTargetSequence,EmptyFileName,8488.71896,8487.71112,1213.538
EmptyTargetSequence,EmptyFileName,8489.85296,8488.84512,1213.7
EmptyTargetSequence,EmptyFileName,8489.85996,8488.85212,1213.701
EmptyTargetSequence,EmptyFileName,8489.86696,8488.85912,1213.702
EmptyTargetSequence,EmptyFileName,8489.87396,8488.86612,1213.703
EmptyTargetSequence,EmptyFileName,8490.82596,8489.81812,1213.839
EmptyTargetSequence,EmptyFileName,8490.83296,8489.82512,1213.84
EmptyTargetSequence,EmptyFileName,8490.83996,8489.83212,1213.841
EmptyTargetSequence,EmptyFileName,8494.53596,8493.52812,1214.369
EmptyTargetSequence,EmptyFileName,8494.55696,8493.54912,1214.372
EmptyTargetSequence,EmptyFileName,8494.56396,8493.55612,1214.373
EmptyTargetSequence,EmptyFileName,8494.83696,8493.82912,1214.412
EmptyTargetSequence,EmptyFileName,8494.84396,8493.83612,1214.413
EmptyTargetSequence,EmptyFileName,8494.86496,8493.85712,1214.416
EmptyTargetSequence,EmptyFileName,8494.87896,8493.87112,1214.418
EmptyTargetSequence,EmptyFileName,8495.62096,8494.61312,1214.524
EmptyTargetSequence,EmptyFileName,8495.83096,8494.82312,1214.554
EmptyTargetSequence,EmptyFileName,8495.83796,8494.83012,1214.555
EmptyTargetSequence,EmptyFileName,8495.84496,8494.83712,1214.556
EmptyTargetSequence,EmptyFileName,8495.85196,8494.84412,1214.557
EmptyTargetSequence,EmptyFileName,8495.85896,8494.85112,1214.558
EmptyTargetSequence,EmptyFileName,8497.84696,8496.83912,1214.842
EmptyTargetSequence,EmptyFileName,8498.53996,8497.53212,1214.941
EmptyTargetSequence,EmptyFileName,8498.54696,8497.53912,1214.942
EmptyTargetSequence,EmptyFileName,8499.68796,8498.68012,1215.105
EmptyTargetSequence,EmptyFileName,8500.68196,8499.67412,1215.247
EmptyTargetSequence,EmptyFileName,8501.83696,8500.82912,1215.412
EmptyTargetSequence,EmptyFileName,8501.85796,8500.85012,1215.415
EmptyTargetSequence,EmptyFileName,8502.59296,8501.58512,1215.52
EmptyTargetSequence,EmptyFileName,8502.85896,8501.85112,1215.558
EmptyTargetSequence,EmptyFileName,8502.94296,8501.93512,1215.57
EmptyTargetSequence,EmptyFileName,8505.53296,8504.52512,1215.94
EmptyTargetSequence,EmptyFileName,8505.85496,8504.84712,1215.986
EmptyTargetSequence,EmptyFileName,8505.86196,8504.85412,1215.987
EmptyTargetSequence,EmptyFileName,8505.88996,8504.88212,1215.991
EmptyTargetSequence,EmptyFileName,8506.87696,8505.86912,1216.132
EmptyTargetSequence,EmptyFileName,8506.93296,8505.92512,1216.14
EmptyTargetSequence,EmptyFileName,8507.80796,8506.80012,1216.265
EmptyTargetSequence,EmptyFileName,8509.57196,8508.56412,1216.517
EmptyTargetSequence,EmptyFileName,8510.83896,8509.83112,1216.698
EmptyTargetSequence,EmptyFileName,8510.84596,8509.83812,1216.699
EmptyTargetSequence,EmptyFileName,8510.85996,8509.85212,1216.701
EmptyTargetSequence,EmptyFileName,8510.86696,8509.85912,1216.702
EmptyTargetSequence,EmptyFileName,8510.87396,8509.86612,1216.703
EmptyTargetSequence,EmptyFileName,8510.89496,8509.88712,1216.706
EmptyTargetSequence,EmptyFileName,8511.83296,8510.82512,1216.84
EmptyTargetSequence,EmptyFileName,8511.83996,8510.83212,1216.841
EmptyTargetSequence,EmptyFileName,8511.84696,8510.83912,1216.842
EmptyTargetSequence,EmptyFileName,8511.88896,8510.88112,1216.848
EmptyTargetSequence,EmptyFileName,8511.94496,8510.93712,1216.856
EmptyTargetSequence,EmptyFileName,8512.54696,8511.53912,1216.942
EmptyTargetSequence,EmptyFileName,8512.58896,8511.58112,1216.948
EmptyTargetSequence,EmptyFileName,8512.81996,8511.81212,1216.981
EmptyTargetSequence,EmptyFileName,8512.84796,8511.84012,1216.985
EmptyTargetSequence,EmptyFileName,8513.19096,8512.18312,1217.034
EmptyTargetSequence,EmptyFileName,8515.54296,8514.53512,1217.37
EmptyTargetSequence,EmptyFileName,8517.67096,8516.66312,1217.674
EmptyTargetSequence,EmptyFileName,8517.85996,8516.85212,1217.701
EmptyTargetSequence,EmptyFileName,8518.85396,8517.84612,1217.843
EmptyTargetSequence,EmptyFileName,8519.77096,8518.76312,1217.974
EmptyTargetSequence,EmptyFileName,8519.85496,8518.84712,1217.986
EmptyTargetSequence,EmptyFileName,8520.81396,8519.80612,1218.123
EmptyTargetSequence,EmptyFileName,8520.96796,8519.96012,1218.145
EmptyTargetSequence,EmptyFileName,8521.80096,8520.79312,1218.264
EmptyTargetSequence,EmptyFileName,8523.52996,8522.52212,1218.511
EmptyTargetSequence,EmptyFileName,8526.81996,8525.81212,1218.981
EmptyTargetSequence,EmptyFileName,8526.82696,8525.81912,1218.982
EmptyTargetSequence,EmptyFileName,8526.83396,8525.82612,1218.983
EmptyTargetSequence,EmptyFileName,8526.84096,8525.83312,1218.984
EmptyTargetSequence,EmptyFileName,8527.57596,8526.56812,1219.089
EmptyTargetSequence,EmptyFileName,8527.82796,8526.82012,1219.125
EmptyTargetSequence,EmptyFileName,8527.83496,8526.82712,1219.126
EmptyTargetSequence,EmptyFileName,8527.84196,8526.83412,1219.127
EmptyTargetSequence,EmptyFileName,8527.84896,8526.84112,1219.128
EmptyTargetSequence,EmptyFileName,8529.52196,8528.51412,1219.367
EmptyTargetSequence,EmptyFileName,8529.52896,8528.52112,1219.368
EmptyTargetSequence,EmptyFileName,8530.68396,8529.67612,1219.533
EmptyTargetSequence,EmptyFileName,8531.76896,8530.76112,1219.688
EmptyTargetSequence,EmptyFileName,8532.67896,8531.67112,1219.818
EmptyTargetSequence,EmptyFileName,8533.79196,8532.78412,1219.977
EmptyTargetSequence,EmptyFileName,8533.82696,8532.81912,1219.982
EmptyTargetSequence,EmptyFileName,8533.83396,8532.82612,1219.983
EmptyTargetSequence,EmptyFileName,8533.84096,8532.83312,1219.984
EmptyTargetSequence,EmptyFileName,8534.79296,8533.78512,1220.12
EmptyTargetSequence,EmptyFileName,8534.83496,8533.82712,1220.126
EmptyTargetSequence,EmptyFileName,8535.76596,8534.75812,1220.259
EmptyTargetSequence,EmptyFileName,8535.81496,8534.80712,1220.266
EmptyTargetSequence,EmptyFileName,8535.82196,8534.81412,1220.267
EmptyTargetSequence,EmptyFileName,8535.84996,8534.84212,1220.271
EmptyTargetSequence,EmptyFileName,8536.82296,8535.81512,1220.41
