Target Sequence,File Name,MH,M,7
EmptyTargetSequence,EmptyFileName,6204.20596,6203.19812,887.179
EmptyTargetSequence,EmptyFileName,6211.42996,6210.42212,888.211
EmptyTargetSequence,EmptyFileName,6216.18296,6215.17512,888.89
EmptyTargetSequence,EmptyFileName,6219.18596,6218.17812,889.319
EmptyTargetSequence,EmptyFileName,6220.21496,6219.20712,889.466
EmptyTargetSequence,EmptyFileName,6222.95896,6221.95112,889.858
EmptyTargetSequence,EmptyFileName,6234.19396,6233.18612,891.463
EmptyTargetSequence,EmptyFileName,6238.13496,6237.12712,892.026
EmptyTargetSequence,EmptyFileName,6238.82096,6237.81312,892.124
EmptyTargetSequence,EmptyFileName,6238.83496,6237.82712,892.126
EmptyTargetSequence,EmptyFileName,6241.82396,6240.81612,892.553
EmptyTargetSequence,EmptyFileName,6241.83096,6240.82312,892.554
EmptyTargetSequence,EmptyFileName,6241.83796,6240.83012,892.555
EmptyTargetSequence,EmptyFileName,6241.84496,6240.83712,892.556
EmptyTargetSequence,EmptyFileName,6243.94496,6242.93712,892.856
EmptyTargetSequence,EmptyFileName,6245.19796,6244.19012,893.035
EmptyTargetSequence,EmptyFileName,6246.20596,6245.19812,893.179
EmptyTargetSequence,EmptyFileName,6248.22896,6247.22112,893.468
EmptyTargetSequence,EmptyFileName,6254.84396,6253.83612,894.413
EmptyTargetSequence,EmptyFileName,6255.18696,6254.17912,894.462
EmptyTargetSequence,EmptyFileName,6255.20796,6254.20012,894.465
EmptyTargetSequence,EmptyFileName,6255.83796,6254.83012,894.555
EmptyTargetSequence,EmptyFileName,6257.84696,6256.83912,894.842
EmptyTargetSequence,EmptyFileName,6258.23196,6257.22412,894.897
EmptyTargetSequence,EmptyFileName,6258.84096,6257.83312,894.984
EmptyTargetSequence,EmptyFileName,6259.03696,6258.02912,895.012
EmptyTargetSequence,EmptyFileName,6259.04396,6258.03612,895.013
EmptyTargetSequence,EmptyFileName,6259.50596,6258.49812,895.079
EmptyTargetSequence,EmptyFileName,6261.94196,6260.93412,895.427
EmptyTargetSequence,EmptyFileName,6270.15996,6269.15212,896.601
EmptyTargetSequence,EmptyFileName,6271.33596,6270.32812,896.769
EmptyTargetSequence,EmptyFileName,6273.19796,6272.19012,897.035
EmptyTargetSequence,EmptyFileName,6274.20596,6273.19812,897.179
EmptyTargetSequence,EmptyFileName,6274.21996,6273.21212,897.181
EmptyTargetSequence,EmptyFileName,6276.21496,6275.20712,897.466
EmptyTargetSequence,EmptyFileName,6278.21696,6277.20912,897.752
EmptyTargetSequence,EmptyFileName,6288.20596,6287.19812,899.179
EmptyTargetSequence,EmptyFileName,6294.17696,6293.16912,900.032
EmptyTargetSequence,EmptyFileName,6300.02896,6299.02112,900.868
EmptyTargetSequence,EmptyFileName,6303.20696,6302.19912,901.322
EmptyTargetSequence,EmptyFileName,6305.25796,6304.25012,901.615
EmptyTargetSequence,EmptyFileName,6308.70896,6307.70112,902.108
EmptyTargetSequence,EmptyFileName,6310.19296,6309.18512,902.32
EmptyTargetSequence,EmptyFileName,6314.98796,6313.98012,903.005
EmptyTargetSequence,EmptyFileName,6318.14496,6317.13712,903.456
EmptyTargetSequence,EmptyFileName,6323.02396,6322.01612,904.153
EmptyTargetSequence,EmptyFileName,6324.19996,6323.19212,904.321
EmptyTargetSequence,EmptyFileName,6325.27796,6324.27012,904.475
EmptyTargetSequence,EmptyFileName,6326.21596,6325.20812,904.609
EmptyTargetSequence,EmptyFileName,6330.00296,6328.99512,905.15
EmptyTargetSequence,EmptyFileName,6331.81596,6330.80812,905.409
EmptyTargetSequence,EmptyFileName,6338.26296,6337.25512,906.33
EmptyTargetSequence,EmptyFileName,6339.01196,6338.00412,906.437
EmptyTargetSequence,EmptyFileName,6340.02696,6339.01912,906.582
EmptyTargetSequence,EmptyFileName,6340.19496,6339.18712,906.606
EmptyTargetSequence,EmptyFileName,6341.04196,6340.03412,906.727
EmptyTargetSequence,EmptyFileName,6341.19596,6340.18812,906.749
EmptyTargetSequence,EmptyFileName,6360.13796,6359.13012,909.455
EmptyTargetSequence,EmptyFileName,6367.21496,6366.20712,910.466
EmptyTargetSequence,EmptyFileName,6382.21596,6381.20812,912.609
EmptyTargetSequence,EmptyFileName,6382.22296,6381.21512,912.61
EmptyTargetSequence,EmptyFileName,6387.26296,6386.25512,913.33
EmptyTargetSequence,EmptyFileName,6388.03996,6387.03212,913.441
EmptyTargetSequence,EmptyFileName,6388.55796,6387.55012,913.515
EmptyTargetSequence,EmptyFileName,6389.04796,6388.04012,913.585
EmptyTargetSequence,EmptyFileName,6389.23696,6388.22912,913.612
EmptyTargetSequence,EmptyFileName,6389.24396,6388.23612,913.613
EmptyTargetSequence,EmptyFileName,6391.05696,6390.04912,913.872
EmptyTargetSequence,EmptyFileName,6397.21696,6396.20912,914.752
EmptyTargetSequence,EmptyFileName,6403.74096,6402.73312,915.684
EmptyTargetSequence,EmptyFileName,6404.23796,6403.23012,915.755
EmptyTargetSequence,EmptyFileName,6410.06196,6409.05412,916.587
EmptyTargetSequence,EmptyFileName,6411.21696,6410.20912,916.752
EmptyTargetSequence,EmptyFileName,6411.28696,6410.27912,916.762
EmptyTargetSequence,EmptyFileName,6418.23796,6417.23012,917.755
EmptyTargetSequence,EmptyFileName,6419.27396,6418.26612,917.903
EmptyTargetSequence,EmptyFileName,6420.23296,6419.22512,918.04
EmptyTargetSequence,EmptyFileName,6421.99696,6420.98912,918.292
EmptyTargetSequence,EmptyFileName,6422.99796,6421.99012,918.435
EmptyTargetSequence,EmptyFileName,6424.59396,6423.58612,918.663
EmptyTargetSequence,EmptyFileName,6425.07696,6424.06912,918.732
EmptyTargetSequence,EmptyFileName,6434.05796,6433.05012,920.015
EmptyTargetSequence,EmptyFileName,6437.08896,6436.08112,920.448
EmptyTargetSequence,EmptyFileName,6437.22896,6436.22112,920.468
EmptyTargetSequence,EmptyFileName,6441.27496,6440.26712,921.046
EmptyTargetSequence,EmptyFileName,6441.61796,6440.61012,921.095
EmptyTargetSequence,EmptyFileName,6445.30696,6444.29912,921.622
EmptyTargetSequence,EmptyFileName,6455.16296,6454.15512,923.03
EmptyTargetSequence,EmptyFileName,6456.28296,6455.27512,923.19
EmptyTargetSequence,EmptyFileName,6470.26896,6469.26112,925.188
EmptyTargetSequence,EmptyFileName,6476.28896,6475.28112,926.048
EmptyTargetSequence,EmptyFileName,6477.25496,6476.24712,926.186
EmptyTargetSequence,EmptyFileName,6481.93096,6480.92312,926.854
EmptyTargetSequence,EmptyFileName,6486.39696,6485.38912,927.492
EmptyTargetSequence,EmptyFileName,6489.26696,6488.25912,927.902
EmptyTargetSequence,EmptyFileName,6489.90396,6488.89612,927.993
EmptyTargetSequence,EmptyFileName,6493.24996,6492.24212,928.471
EmptyTargetSequence,EmptyFileName,6493.25696,6492.24912,928.472
EmptyTargetSequence,EmptyFileName,6505.08696,6504.07912,930.162
EmptyTargetSequence,EmptyFileName,6510.27396,6509.26612,930.903
EmptyTargetSequence,EmptyFileName,6525.91896,6524.91112,933.138
EmptyTargetSequence,EmptyFileName,6526.10096,6525.09312,933.164
EmptyTargetSequence,EmptyFileName,6526.26196,6525.25412,933.187
EmptyTargetSequence,EmptyFileName,6526.27596,6525.26812,933.189
EmptyTargetSequence,EmptyFileName,6526.28296,6525.27512,933.19
EmptyTargetSequence,EmptyFileName,6527.10896,6526.10112,933.308
EmptyTargetSequence,EmptyFileName,6534.25596,6533.24812,934.329
EmptyTargetSequence,EmptyFileName,6542.06796,6541.06012,935.445
EmptyTargetSequence,EmptyFileName,6542.08196,6541.07412,935.447
EmptyTargetSequence,EmptyFileName,6546.70196,6545.69412,936.107
EmptyTargetSequence,EmptyFileName,6550.22296,6549.21512,936.61
EmptyTargetSequence,EmptyFileName,6558.78396,6557.77612,937.833
EmptyTargetSequence,EmptyFileName,6559.35096,6558.34312,937.914
EmptyTargetSequence,EmptyFileName,6562.78796,6561.78012,938.405
EmptyTargetSequence,EmptyFileName,6563.35496,6562.34712,938.486
EmptyTargetSequence,EmptyFileName,6563.97096,6562.96312,938.574
EmptyTargetSequence,EmptyFileName,6564.25096,6563.24312,938.614
EmptyTargetSequence,EmptyFileName,6567.28896,6566.28112,939.048
EmptyTargetSequence,EmptyFileName,6568.29696,6567.28912,939.192
EmptyTargetSequence,EmptyFileName,6579.09796,6578.09012,940.735
EmptyTargetSequence,EmptyFileName,6579.11896,6578.11112,940.738
EmptyTargetSequence,EmptyFileName,6583.27696,6582.26912,941.332
EmptyTargetSequence,EmptyFileName,6584.28496,6583.27712,941.476
EmptyTargetSequence,EmptyFileName,6594.09196,6593.08412,942.877
EmptyTargetSequence,EmptyFileName,6595.09296,6594.08512,943.02
EmptyTargetSequence,EmptyFileName,6596.08696,6595.07912,943.162
EmptyTargetSequence,EmptyFileName,6599.28596,6598.27812,943.619
EmptyTargetSequence,EmptyFileName,6604.35396,6603.34612,944.343
EmptyTargetSequence,EmptyFileName,6611.09496,6610.08712,945.306
EmptyTargetSequence,EmptyFileName,6614.28696,6613.27912,945.762
EmptyTargetSequence,EmptyFileName,6626.10996,6625.10212,947.451
EmptyTargetSequence,EmptyFileName,6627.05496,6626.04712,947.586
EmptyTargetSequence,EmptyFileName,6639.89296,6638.88512,949.42
EmptyTargetSequence,EmptyFileName,6643.90396,6642.89612,949.993
EmptyTargetSequence,EmptyFileName,6646.32596,6645.31812,950.339
EmptyTargetSequence,EmptyFileName,6651.98896,6650.98112,951.148
EmptyTargetSequence,EmptyFileName,6653.00396,6651.99612,951.293
EmptyTargetSequence,EmptyFileName,6659.06596,6658.05812,952.159
EmptyTargetSequence,EmptyFileName,6662.32796,6661.32012,952.625
EmptyTargetSequence,EmptyFileName,6675.06796,6674.06012,954.445
EmptyTargetSequence,EmptyFileName,6681.10896,6680.10112,955.308
EmptyTargetSequence,EmptyFileName,6701.14996,6700.14212,958.171
EmptyTargetSequence,EmptyFileName,6703.23596,6702.22812,958.469
EmptyTargetSequence,EmptyFileName,6703.36196,6702.35412,958.487
EmptyTargetSequence,EmptyFileName,6704.60796,6703.60012,958.665
EmptyTargetSequence,EmptyFileName,6710.13796,6709.13012,959.455
EmptyTargetSequence,EmptyFileName,6714.07196,6713.06412,960.017
EmptyTargetSequence,EmptyFileName,6727.17596,6726.16812,961.889
EmptyTargetSequence,EmptyFileName,6735.79296,6734.78512,963.12
EmptyTargetSequence,EmptyFileName,6747.25896,6746.25112,964.758
EmptyTargetSequence,EmptyFileName,6748.34396,6747.33612,964.913
EmptyTargetSequence,EmptyFileName,6748.99496,6747.98712,965.006
EmptyTargetSequence,EmptyFileName,6750.35996,6749.35212,965.201
EmptyTargetSequence,EmptyFileName,6795.32096,6794.31312,971.624
EmptyTargetSequence,EmptyFileName,6798.21196,6797.20412,972.037
EmptyTargetSequence,EmptyFileName,6806.55596,6805.54812,973.229
EmptyTargetSequence,EmptyFileName,6807.54996,6806.54212,973.371
EmptyTargetSequence,EmptyFileName,6810.55996,6809.55212,973.801
EmptyTargetSequence,EmptyFileName,6811.55396,6810.54612,973.943
EmptyTargetSequence,EmptyFileName,6812.29596,6811.28812,974.049
EmptyTargetSequence,EmptyFileName,6851.67096,6850.66312,979.674
EmptyTargetSequence,EmptyFileName,6854.19096,6853.18312,980.034
EmptyTargetSequence,EmptyFileName,6884.19296,6883.18512,984.32
EmptyTargetSequence,EmptyFileName,6884.34696,6883.33912,984.342
EmptyTargetSequence,EmptyFileName,6889.22596,6888.21812,985.039
EmptyTargetSequence,EmptyFileName,6900.35596,6899.34812,986.629
EmptyTargetSequence,EmptyFileName,6960.26896,6959.26112,995.188
EmptyTargetSequence,EmptyFileName,6960.30396,6959.29612,995.193
EmptyTargetSequence,EmptyFileName,6978.12596,6977.11812,997.739
EmptyTargetSequence,EmptyFileName,7004.15896,7003.15112,1001.458
EmptyTargetSequence,EmptyFileName,7007.44196,7006.43412,1001.927
EmptyTargetSequence,EmptyFileName,7022.42896,7021.42112,1004.068
EmptyTargetSequence,EmptyFileName,7023.42996,7022.42212,1004.211
EmptyTargetSequence,EmptyFileName,7038.45896,7037.45112,1006.358
EmptyTargetSequence,EmptyFileName,7057.71596,7056.70812,1009.109
EmptyTargetSequence,EmptyFileName,7061.71996,7060.71212,1009.681
EmptyTargetSequence,EmptyFileName,7061.72696,7060.71912,1009.682
EmptyTargetSequence,EmptyFileName,7076.41296,7075.40512,1011.78
EmptyTargetSequence,EmptyFileName,7092.32396,7091.31612,1014.053
EmptyTargetSequence,EmptyFileName,7098.51196,7097.50412,1014.937
EmptyTargetSequence,EmptyFileName,7126.14096,7125.13312,1018.884
EmptyTargetSequence,EmptyFileName,7128.42296,7127.41512,1019.21
EmptyTargetSequence,EmptyFileName,7129.09496,7128.08712,1019.306
EmptyTargetSequence,EmptyFileName,7133.10596,7132.09812,1019.879
EmptyTargetSequence,EmptyFileName,7136.33296,7135.32512,1020.34
EmptyTargetSequence,EmptyFileName,7139.01396,7138.00612,1020.723
EmptyTargetSequence,EmptyFileName,7164.30496,7163.29712,1024.336
EmptyTargetSequence,EmptyFileName,7165.81696,7164.80912,1024.552
EmptyTargetSequence,EmptyFileName,7169.82796,7168.82012,1025.125
EmptyTargetSequence,EmptyFileName,7170.66796,7169.66012,1025.245
EmptyTargetSequence,EmptyFileName,7171.30496,7170.29712,1025.336
EmptyTargetSequence,EmptyFileName,7171.31896,7170.31112,1025.338
EmptyTargetSequence,EmptyFileName,7171.66196,7170.65412,1025.387
EmptyTargetSequence,EmptyFileName,7180.29996,7179.29212,1026.621
EmptyTargetSequence,EmptyFileName,7181.04896,7180.04112,1026.728
EmptyTargetSequence,EmptyFileName,7182.79896,7181.79112,1026.978
EmptyTargetSequence,EmptyFileName,7183.77896,7182.77112,1027.118
EmptyTargetSequence,EmptyFileName,7183.78596,7182.77812,1027.119
EmptyTargetSequence,EmptyFileName,7186.80296,7185.79512,1027.55
EmptyTargetSequence,EmptyFileName,7187.78996,7186.78212,1027.691
EmptyTargetSequence,EmptyFileName,7194.29996,7193.29212,1028.621
EmptyTargetSequence,EmptyFileName,7207.65596,7206.64812,1030.529
EmptyTargetSequence,EmptyFileName,7218.21896,7217.21112,1032.038
EmptyTargetSequence,EmptyFileName,7224.74996,7223.74212,1032.971
EmptyTargetSequence,EmptyFileName,7227.72496,7226.71712,1033.396
EmptyTargetSequence,EmptyFileName,7228.73296,7227.72512,1033.54
EmptyTargetSequence,EmptyFileName,7228.75396,7227.74612,1033.543
EmptyTargetSequence,EmptyFileName,7234.50796,7233.50012,1034.365
EmptyTargetSequence,EmptyFileName,7254.35996,7253.35212,1037.201
EmptyTargetSequence,EmptyFileName,7258.16796,7257.16012,1037.745
EmptyTargetSequence,EmptyFileName,7259.17596,7258.16812,1037.889
EmptyTargetSequence,EmptyFileName,7260.16296,7259.15512,1038.03
EmptyTargetSequence,EmptyFileName,7261.17096,7260.16312,1038.174
EmptyTargetSequence,EmptyFileName,7261.18496,7260.17712,1038.176
EmptyTargetSequence,EmptyFileName,7261.19896,7260.19112,1038.178
EmptyTargetSequence,EmptyFileName,7262.17196,7261.16412,1038.317
EmptyTargetSequence,EmptyFileName,7263.17996,7262.17212,1038.461
EmptyTargetSequence,EmptyFileName,7264.17396,7263.16612,1038.603
EmptyTargetSequence,EmptyFileName,7265.17496,7264.16712,1038.746
EmptyTargetSequence,EmptyFileName,7265.18896,7264.18112,1038.748
EmptyTargetSequence,EmptyFileName,7265.20296,7264.19512,1038.75
EmptyTargetSequence,EmptyFileName,7275.18496,7274.17712,1040.176
EmptyTargetSequence,EmptyFileName,7275.19896,7274.19112,1040.178
EmptyTargetSequence,EmptyFileName,7279.18896,7278.18112,1040.748
EmptyTargetSequence,EmptyFileName,7279.20296,7278.19512,1040.75
EmptyTargetSequence,EmptyFileName,7318.62696,7317.61912,1046.382
EmptyTargetSequence,EmptyFileName,7318.63396,7317.62612,1046.383
EmptyTargetSequence,EmptyFileName,7319.52996,7318.52212,1046.511
EmptyTargetSequence,EmptyFileName,7319.62096,7318.61312,1046.524
EmptyTargetSequence,EmptyFileName,7319.62796,7318.62012,1046.525
EmptyTargetSequence,EmptyFileName,7322.63096,7321.62312,1046.954
EmptyTargetSequence,EmptyFileName,7322.63796,7321.63012,1046.955
EmptyTargetSequence,EmptyFileName,7322.65196,7321.64412,1046.957
EmptyTargetSequence,EmptyFileName,7323.63196,7322.62412,1047.097
EmptyTargetSequence,EmptyFileName,7326.44596,7325.43812,1047.499
EmptyTargetSequence,EmptyFileName,7326.66296,7325.65512,1047.53
EmptyTargetSequence,EmptyFileName,7355.46796,7354.46012,1051.645
EmptyTargetSequence,EmptyFileName,7356.47596,7355.46812,1051.789
EmptyTargetSequence,EmptyFileName,7384.69296,7383.68512,1055.82
EmptyTargetSequence,EmptyFileName,7424.36896,7423.36112,1061.488
EmptyTargetSequence,EmptyFileName,7441.54696,7440.53912,1063.942
EmptyTargetSequence,EmptyFileName,7448.58896,7447.58112,1064.948
EmptyTargetSequence,EmptyFileName,7450.06596,7449.05812,1065.159
EmptyTargetSequence,EmptyFileName,7452.08196,7451.07412,1065.447
EmptyTargetSequence,EmptyFileName,7454.07696,7453.06912,1065.732
EmptyTargetSequence,EmptyFileName,7456.08596,7455.07812,1066.019
EmptyTargetSequence,EmptyFileName,7460.57996,7459.57212,1066.661
EmptyTargetSequence,EmptyFileName,7464.58396,7463.57612,1067.233
EmptyTargetSequence,EmptyFileName,7487.10296,7486.09512,1070.45
EmptyTargetSequence,EmptyFileName,7508.85196,7507.84412,1073.557
EmptyTargetSequence,EmptyFileName,7509.88096,7508.87312,1073.704
EmptyTargetSequence,EmptyFileName,7525.85496,7524.84712,1075.986
EmptyTargetSequence,EmptyFileName,7526.81396,7525.80612,1076.123
EmptyTargetSequence,EmptyFileName,7526.82096,7525.81312,1076.124
EmptyTargetSequence,EmptyFileName,7527.47896,7526.47112,1076.218
EmptyTargetSequence,EmptyFileName,7530.82496,7529.81712,1076.696
EmptyTargetSequence,EmptyFileName,7530.83196,7529.82412,1076.697
EmptyTargetSequence,EmptyFileName,7533.22596,7532.21812,1077.039
EmptyTargetSequence,EmptyFileName,7535.37496,7534.36712,1077.346
EmptyTargetSequence,EmptyFileName,7553.81296,7552.80512,1079.98
EmptyTargetSequence,EmptyFileName,7558.34896,7557.34112,1080.628
EmptyTargetSequence,EmptyFileName,7599.97096,7598.96312,1086.574
EmptyTargetSequence,EmptyFileName,7604.71696,7603.70912,1087.252
EmptyTargetSequence,EmptyFileName,7613.98496,7612.97712,1088.576
EmptyTargetSequence,EmptyFileName,7619.47296,7618.46512,1089.36
EmptyTargetSequence,EmptyFileName,7621.70596,7620.69812,1089.679
EmptyTargetSequence,EmptyFileName,7642.11096,7641.10312,1092.594
EmptyTargetSequence,EmptyFileName,7648.64196,7647.63412,1093.527
EmptyTargetSequence,EmptyFileName,7662.66296,7661.65512,1095.53
EmptyTargetSequence,EmptyFileName,7664.47596,7663.46812,1095.789
EmptyTargetSequence,EmptyFileName,7675.01796,7674.01012,1097.295
EmptyTargetSequence,EmptyFileName,7679.02196,7678.01412,1097.867
EmptyTargetSequence,EmptyFileName,7679.02896,7678.02112,1097.868
EmptyTargetSequence,EmptyFileName,7692.51096,7691.50312,1099.794
EmptyTargetSequence,EmptyFileName,7711.45296,7710.44512,1102.5
EmptyTargetSequence,EmptyFileName,7731.34696,7730.33912,1105.342
EmptyTargetSequence,EmptyFileName,7735.73596,7734.72812,1105.969
EmptyTargetSequence,EmptyFileName,7748.20296,7747.19512,1107.75
EmptyTargetSequence,EmptyFileName,7749.20396,7748.19612,1107.893
EmptyTargetSequence,EmptyFileName,7749.21096,7748.20312,1107.894
EmptyTargetSequence,EmptyFileName,7751.73096,7750.72312,1108.254
EmptyTargetSequence,EmptyFileName,7755.94496,7754.93712,1108.856
EmptyTargetSequence,EmptyFileName,7760.61396,7759.60612,1109.523
EmptyTargetSequence,EmptyFileName,7763.53996,7762.53212,1109.941
EmptyTargetSequence,EmptyFileName,7772.98296,7771.97512,1111.29
EmptyTargetSequence,EmptyFileName,7772.98996,7771.98212,1111.291
EmptyTargetSequence,EmptyFileName,7776.98696,7775.97912,1111.862
EmptyTargetSequence,EmptyFileName,7776.99396,7775.98612,1111.863
EmptyTargetSequence,EmptyFileName,7777.56096,7776.55312,1111.944
EmptyTargetSequence,EmptyFileName,7792.61096,7791.60312,1114.094
EmptyTargetSequence,EmptyFileName,7792.75796,7791.75012,1114.115
EmptyTargetSequence,EmptyFileName,7806.68096,7805.67312,1116.104
EmptyTargetSequence,EmptyFileName,7813.72996,7812.72212,1117.111
EmptyTargetSequence,EmptyFileName,7829.71796,7828.71012,1119.395
EmptyTargetSequence,EmptyFileName,7829.72496,7828.71712,1119.396
EmptyTargetSequence,EmptyFileName,7834.42896,7833.42112,1120.068
EmptyTargetSequence,EmptyFileName,7840.39996,7839.39212,1120.921
EmptyTargetSequence,EmptyFileName,7841.41496,7840.40712,1121.066
EmptyTargetSequence,EmptyFileName,7841.44996,7840.44212,1121.071
EmptyTargetSequence,EmptyFileName,7845.83896,7844.83112,1121.698
EmptyTargetSequence,EmptyFileName,7846.27996,7845.27212,1121.761
EmptyTargetSequence,EmptyFileName,7848.57596,7847.56812,1122.089
EmptyTargetSequence,EmptyFileName,7849.89196,7848.88412,1122.277
EmptyTargetSequence,EmptyFileName,7850.46596,7849.45812,1122.359
EmptyTargetSequence,EmptyFileName,7855.22596,7854.21812,1123.039
EmptyTargetSequence,EmptyFileName,7855.39396,7854.38612,1123.063
EmptyTargetSequence,EmptyFileName,7856.40196,7855.39412,1123.207
EmptyTargetSequence,EmptyFileName,7856.40896,7855.40112,1123.208
EmptyTargetSequence,EmptyFileName,7863.78696,7862.77912,1124.262
EmptyTargetSequence,EmptyFileName,7866.03396,7865.02612,1124.583
EmptyTargetSequence,EmptyFileName,7867.03496,7866.02712,1124.726
EmptyTargetSequence,EmptyFileName,7867.04896,7866.04112,1124.728
EmptyTargetSequence,EmptyFileName,7867.05596,7866.04812,1124.729
EmptyTargetSequence,EmptyFileName,7870.04496,7869.03712,1125.156
EmptyTargetSequence,EmptyFileName,7870.95496,7869.94712,1125.286
EmptyTargetSequence,EmptyFileName,7871.03896,7870.03112,1125.298
EmptyTargetSequence,EmptyFileName,7871.05296,7870.04512,1125.3
EmptyTargetSequence,EmptyFileName,7871.05996,7870.05212,1125.301
EmptyTargetSequence,EmptyFileName,7871.24896,7870.24112,1125.328
EmptyTargetSequence,EmptyFileName,7874.95896,7873.95112,1125.858
EmptyTargetSequence,EmptyFileName,7875.42096,7874.41312,1125.924
EmptyTargetSequence,EmptyFileName,7876.39396,7875.38612,1126.063
EmptyTargetSequence,EmptyFileName,7879.77496,7878.76712,1126.546
EmptyTargetSequence,EmptyFileName,7879.78196,7878.77412,1126.547
EmptyTargetSequence,EmptyFileName,7883.68096,7882.67312,1127.104
EmptyTargetSequence,EmptyFileName,7895.77696,7894.76912,1128.832
EmptyTargetSequence,EmptyFileName,7912.22696,7911.21912,1131.182
EmptyTargetSequence,EmptyFileName,7912.23396,7911.22612,1131.183
EmptyTargetSequence,EmptyFileName,7916.69996,7915.69212,1131.821
EmptyTargetSequence,EmptyFileName,7917.32296,7916.31512,1131.91
EmptyTargetSequence,EmptyFileName,7923.74896,7922.74112,1132.828
EmptyTargetSequence,EmptyFileName,7928.90796,7927.90012,1133.565
EmptyTargetSequence,EmptyFileName,7930.98696,7929.97912,1133.862
EmptyTargetSequence,EmptyFileName,7932.70196,7931.69412,1134.107
EmptyTargetSequence,EmptyFileName,7932.71596,7931.70812,1134.109
EmptyTargetSequence,EmptyFileName,7942.66996,7941.66212,1135.531
EmptyTargetSequence,EmptyFileName,7948.54296,7947.53512,1136.37
EmptyTargetSequence,EmptyFileName,7949.71196,7948.70412,1136.537
EmptyTargetSequence,EmptyFileName,7963.71896,7962.71112,1138.538
EmptyTargetSequence,EmptyFileName,7965.50396,7964.49612,1138.793
EmptyTargetSequence,EmptyFileName,7969.82296,7968.81512,1139.41
EmptyTargetSequence,EmptyFileName,7975.21996,7974.21212,1140.181
EmptyTargetSequence,EmptyFileName,7978.33496,7977.32712,1140.626
EmptyTargetSequence,EmptyFileName,7982.52096,7981.51312,1141.224
EmptyTargetSequence,EmptyFileName,7986.35696,7985.34912,1141.772
EmptyTargetSequence,EmptyFileName,7991.69796,7990.69012,1142.535
EmptyTargetSequence,EmptyFileName,7994.46296,7993.45512,1142.93
EmptyTargetSequence,EmptyFileName,7999.76896,7998.76112,1143.688
EmptyTargetSequence,EmptyFileName,8003.77296,8002.76512,1144.26
EmptyTargetSequence,EmptyFileName,8010.14296,8009.13512,1145.17
EmptyTargetSequence,EmptyFileName,8010.59096,8009.58312,1145.234
EmptyTargetSequence,EmptyFileName,8012.76096,8011.75312,1145.544
EmptyTargetSequence,EmptyFileName,8016.28196,8015.27412,1146.047
EmptyTargetSequence,EmptyFileName,8022.47696,8021.46912,1146.932
EmptyTargetSequence,EmptyFileName,8022.86896,8021.86112,1146.988
EmptyTargetSequence,EmptyFileName,8026.81696,8025.80912,1147.552
EmptyTargetSequence,EmptyFileName,8027.48896,8026.48112,1147.648
EmptyTargetSequence,EmptyFileName,8030.36596,8029.35812,1148.059
EmptyTargetSequence,EmptyFileName,8031.36696,8030.35912,1148.202
EmptyTargetSequence,EmptyFileName,8034.61496,8033.60712,1148.666
EmptyTargetSequence,EmptyFileName,8045.94796,8044.94012,1150.285
EmptyTargetSequence,EmptyFileName,8047.36196,8046.35412,1150.487
EmptyTargetSequence,EmptyFileName,8064.34396,8063.33612,1152.913
EmptyTargetSequence,EmptyFileName,8065.35196,8064.34412,1153.057
EmptyTargetSequence,EmptyFileName,8067.87196,8066.86412,1153.417
EmptyTargetSequence,EmptyFileName,8083.86696,8082.85912,1155.702
EmptyTargetSequence,EmptyFileName,8085.28096,8084.27312,1155.904
EmptyTargetSequence,EmptyFileName,8096.54396,8095.53612,1157.513
EmptyTargetSequence,EmptyFileName,8101.86396,8100.85612,1158.273
EmptyTargetSequence,EmptyFileName,8110.54396,8109.53612,1159.513
EmptyTargetSequence,EmptyFileName,8128.51996,8127.51212,1162.081
EmptyTargetSequence,EmptyFileName,8131.29196,8130.28412,1162.477
EmptyTargetSequence,EmptyFileName,8131.55096,8130.54312,1162.514
EmptyTargetSequence,EmptyFileName,8137.13696,8136.12912,1163.312
EmptyTargetSequence,EmptyFileName,8137.15796,8136.15012,1163.315
EmptyTargetSequence,EmptyFileName,8138.56496,8137.55712,1163.516
EmptyTargetSequence,EmptyFileName,8138.57196,8137.56412,1163.517
EmptyTargetSequence,EmptyFileName,8142.14896,8141.14112,1164.028
EmptyTargetSequence,EmptyFileName,8142.15596,8141.14812,1164.029
EmptyTargetSequence,EmptyFileName,8142.16996,8141.16212,1164.031
EmptyTargetSequence,EmptyFileName,8146.58696,8145.57912,1164.662
EmptyTargetSequence,EmptyFileName,8147.58796,8146.58012,1164.805
EmptyTargetSequence,EmptyFileName,8157.56296,8156.55512,1166.23
EmptyTargetSequence,EmptyFileName,8158.57796,8157.57012,1166.375
EmptyTargetSequence,EmptyFileName,8165.59896,8164.59112,1167.378
EmptyTargetSequence,EmptyFileName,8166.54396,8165.53612,1167.513
EmptyTargetSequence,EmptyFileName,8171.55596,8170.54812,1168.229
EmptyTargetSequence,EmptyFileName,8174.55196,8173.54412,1168.657
EmptyTargetSequence,EmptyFileName,8179.85796,8178.85012,1169.415
EmptyTargetSequence,EmptyFileName,8180.61396,8179.60612,1169.523
EmptyTargetSequence,EmptyFileName,8186.59896,8185.59112,1170.378
EmptyTargetSequence,EmptyFileName,8187.60696,8186.59912,1170.522
EmptyTargetSequence,EmptyFileName,8189.60196,8188.59412,1170.807
